Description,Title,State,Postcode,SiteCode,ContractType,SiteRating,StreamA,StreamB,StreamC,Specialisation,Location,Address,Phone,Latitude,Longitude,ServiceType,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2546,EFBZ,DESA,2,,,,All Job Seekers,NAROOMA,Shop 33 Narooma Plaza 183 Princes Hwy,(02) 4411 8470,-36.22249075,150.12758602,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2671,EFDZ,DESA,2,,,,All Job Seekers,WEST WYALONG,89-91 Main Street,1300 787 392,-33.92291946,147.20705766,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4212,EG50,DESA,5,,,,All Job Seekers,Helensvale,"Unit 35A, Helensvale Plaza, 12 Sir John Overall Dr",(07) 5519 4218,-27.92350759,153.33464493,,
"EPIC has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provideon-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4068,EG70,DESA,2,,,,All Job Seekers,INDOOROOPILLY,"Unit 6, 66 Station Road",(07) 3378 0087,-27.50207652,152.97257940,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4211,EH00,DESA,3,,,,All Job Seekers,Nerang,3/23 Cotton Street,(07) 5596 5867,-27.98895502,153.33478756,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4215,EH30,DESA,2,,,,All Job Seekers,Southport,Suite 8 Jandream Plaza 23 Nind Street,(07) 5532 6145,-27.96359374,153.41227481,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4500,EH40,DESA,2,,,,All Job Seekers,Strathpine,"4A, 199 Gympie Road",1300 374 256,-27.31093541,152.99235135,,
"This Help Employment & Training site operates on an on-demand basis, give us a call or visit our website and let's get started!",HELP Employment & Training,QLD,4061,EH70,DESA,2,,,,All Job Seekers,The Gap,C/- The Gap Soccer Club 25 Glen Affric Street,(07) 3513 9900,-27.44740392,152.95433799,,
"This Help Employment & Training site operates on a full-time basis. Office hours are Monday to Friday 8:30am - 5pm, so give us a call or visit our website and let's get started!",HELP Employment & Training,QLD,4500,EI00,DESA,2,,,,All Job Seekers,Strathpine,"Shop 4, 411 Gympie Road",(07) 3868 9888,-27.30336045,152.98956079,,
"This Help Employment & Training site operates on a full-time basis. Office hours are Monday to Friday 8:30am - 5pm, so give us a call or visit our website and let's get started!",HELP Employment & Training,QLD,4066,EI10,DESA,3,,,,All Job Seekers,Toowong,50 High Street,(07) 3371 0255,-27.48680155,152.99184443,,
,Status Works Pty Ltd,SA,5169,EI58,DESA,New,,,,All Job Seekers,SEAFORD,"Seaford Community Centre, Beechwwod Grove,",,-35.19074135,138.47460326,,
,The Maxima Group Incorporated,SA,5108,EI98,DESA,New,,,,All Job Seekers,SALISBURY,1B Gawler St,,-34.76304209,138.64354609,,
     ,Complete Personnel,SA,5606,EJ00,DESA,3,,,,All Job Seekers,Port Lincoln,Office 3 8-12 Napoleon Street,(08) 8682 1698,-34.72300499,135.85775632,,
,Atwork Australia Pty Ltd,WA,6065,EJ08,DESA,3,,,,All Job Seekers,WANNEROO,"Shop 34A, Wanneroo Central, 950 Wanneroo Rd,",1300 080 856,-31.75742314,115.81616478,,
,Atwork Australia Pty Ltd,WA,6065,EJ08,DESA,3,,,,Mental Health,WANNEROO,"Shop 34A, Wanneroo Central, 950 Wanneroo Rd,",1300 080 856,-31.75742314,115.81616478,,
,Wise Employment,SA,5035,EJ38,DESA,1,,,,All Job Seekers,BLACK FOREST,687 South Rd,(08) 8408 9200,-34.96137624,138.57294412,,
"ECHO’s aim is to get you a job.
We welcome people from a range of backgrounds and disability. 
We provide personalised case management services supporting choice and decision making.
Our services are flexible and respectful helping you on your journey to employment.

We look forward to working with you.",ECHO,VIC,3805,EK60,DESA,3,,,,All Job Seekers,Narre Warren,6 / 418 Princes Highway,(03) 8790 1621,-38.02485455,145.30538589,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,VIC,3810,EN10,DESA,2,,,,All Job Seekers,Pakenham,1A/2A 56 John Street,(03) 5940 6000,-38.07226295,145.48524475,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,VIC,3939,EN20,DESA,3,,,,All Job Seekers,Rosebud,15/991 Point Nepean Road,(03) 5950 4400,-38.37372174,144.91359443,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,NSW,2777,EN40,DESA,1,,,,All Job Seekers,Springwood,"Rooms 6 and 7 Unit 3, 163 Macquarie Road",(02) 8633 2525,-33.69856947,150.56608267,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,VIC,3429,EN60,DESA,4,,,,All Job Seekers,Sunbury,24 O'Shanassy Street,(03) 9218 7400,-37.57993582,144.73059938,,
,Mission Australia,NSW,2306,EN88,DESA,New,,,,All Job Seekers,WINDALE,"BaptistCare Community Centre, Shop 1/124 South St,",,-32.99208697,151.68115747,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,NSW,2756,EN90,DESA,3,,,,All Job Seekers,Windsor,248 George Street Windsor,(02) 8808 3700,-33.60805353,150.81909852,,
,atWork Australia Pty Ltd,SA,5154,EN98,DESA,New,,,,All Job Seekers,ALDGATE,"The Hut, 1 Euston Road",,-35.01631904,138.73946649,,
,atWork Australia Pty Ltd,NSW,2473,EO08,DESA,New,,,,All Job Seekers,EVANS HEAD,"Mid Richmond Neighbourhood Centre, Shop 5/6 Oak Street",,-29.11222346,153.42303075,,
,atWork Australia Pty Ltd,NSW,2469,EO18,DESA,New,,,,All Job Seekers,TABULAM,"Tabulam Branch CWA Hall, 16 Court Street",,-28.86020217,152.51431810,,
,Family Services Australia,QLD,4209,EP68,DESA,New,,,,All Job Seekers,COOMERA,Coomera Neighbourhood Centre 65 Beattie Road,,-27.86685076,153.32264683,,
,Family Services Australia,NSW,2487,EP78,DESA,New,,,,All Job Seekers,KINGSCLIFF,Kingscliff Health 38-42 Pearl Street,,-28.26264247,153.57348746,,
,MADEC Australia,SA,5453,ER30,DESA,3,,,,All Job Seekers,Clare,189 Main North Road,(08) 8841 4000,-33.83566701,138.61438540,,
,MADEC Australia,SA,5554,ER70,DESA,2,,,,All Job Seekers,Kadina,13 Taylor Street,(08) 8821 6000,-33.96273167,137.71070346,,
,MADEC Australia,SA,5576,ES20,DESA,3,,,,All Job Seekers,Yorketown,25 Warooka Road,(08) 8852 7100,-35.01937124,137.60330106,,
,CoAct/Workways,NSW,2518,ETUZ,DESA,3,,,,Psychiatric Disability,CORRIMAL,Suite 3 112A Railway Street,(02) 4207 3400,-34.36813681,150.89238483,,
,CoAct/Workways,NSW,2518,ETUZ,DESA,4,,,,All Job Seekers,CORRIMAL,Suite 3 112A Railway Street,(02) 4207 3400,-34.36813681,150.89238483,,
"breakthru is an Australian for purpose organisation established in 1992. We believe work is fundamental to living a fulfilling and productive life, and that a job enables everyone to play a valued role in the life of their community. That is why we set out to ensure people with disabilities have access to a range of programs that best match their needs.",breakthru,NSW,2150,EXFZ,DESA,3,,,,Psychiatric Disability,PARRAMATTA,2 Palmer Street,1800 767 212,-33.80935130,151.00598444,,
,WDEA Works,VIC,3233,F760,DESA,4,,,,All Job Seekers,Apollo Bay,93 Great Ocean Road,(03) 5231 3411,-38.75724165,143.66945875,,
This site provides service 9.00 am - 5.00pm Wednesday andFriday,WDEA Works,VIC,3377,F770,DESA,2,,,,All Job Seekers,Ararat,68 High Street,(03) 5352 3611,-37.28259213,142.93099120,,
,WDEA Works,VIC,3350,F780,DESA,3,,,,All Job Seekers,Ballarat,219 Mair Street,(03) 5331 6566,-37.55986287,143.85720391,,
,WDEA Works,VIC,3260,F790,DESA,4,,,,All Job Seekers,Camperdown,2A Pike Street,(03) 5231 3411,-38.23212625,143.14783426,,
,WDEA Works,VIC,3311,F800,DESA,3,,,,All Job Seekers,Casterton,31 Henty Street outreach from Hamilton,(03) 5571 2443,-37.60312546,141.33181010,,
,WDEA Works,VIC,3460,F810,DESA,3,,,,All Job Seekers,DAYLESFORD,13 Camp St,(03) 5331 6566,-37.34188834,144.14589386,,
,WDEA Works,VIC,3304,F820,DESA,3,,,,All Job Seekers,Heywood,21 Scott Street,(03) 5521 7959,-38.13227859,141.62881405,,
,WDEA Works,VIC,3400,F830,DESA,3,,,,All Job Seekers,Horsham,31 Wilson Street,(03) 5382 6100,-36.71762248,142.20148042,,
,WDEA Works,VIC,3478,F840,DESA,3,,,,All Job Seekers,St Arnaud,Community Resource Centre 85 Napier Street outreach from Horsham,(03) 5382 6100,-36.61861585,143.24890573,,
,WDEA Works,VIC,3380,F850,DESA,4,,,,All Job Seekers,Stawell,152 Main Street,(03) 5358 2799,-37.05519000,142.78233829,,
,WDEA Works,VIC,3264,F860,DESA,4,,,,All Job Seekers,Terang,Josie Black Community Health Centre 66 High Street,(03) 5592 0300,-38.24048144,142.91701048,,
,WDEA Works,VIC,3393,F870,DESA,New,,,,All Job Seekers,Warracknabeal,Neighbourhood House 130-136 Scott Street Outreach,(03) 5382 6100,-36.22519596,142.43029702,,
"DVJS (formerly Dandenong Valley Job Support) has been assisting job seekers with disabilities access and maintain open employment since 1993 and is responsible for thousands of positive life-changing experiences. WE find jobs that match your skills and interests and support you and your employer to ensure that the job, is not just a job but a career.",DVJS Employment Solutions,VIC,3175,FBZZ,DESA,3,,,,All Job Seekers,DANDENONG,Ground Floor M+K Building 40-42 Scott Street,1300 385 738,-37.98614280,145.21066393,,
"ECHO’s aim is to get you a job.
We welcome people from a range of backgrounds and disability. 
We provide personalisedcase management services supporting choice and decision making.
Our services are flexible and respectful helping you on your journey to employment.

We look forward to workingwith you.",ECHO,VIC,3128,FCHZ,DESA,5,,,,All Job Seekers,BOX HILL,Level 3 2a Cambridge Street,(03) 9210 2100,-37.82074041,145.12293675,,
,Jobs Australia,NSW,2343,FD20,DESA,2,,,,All Job Seekers,Quirindi,207 George Street,(02) 6746 2320,-31.50582748,150.68091052,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2166,FD40,DESA,5,,,,All Job Seekers,Cabramatta,Office 23 Level 1 101-103 John Street,(02) 8707 2600,-33.89466871,150.93514124,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates on nominated days.",MAX Employment,TAS,7255,FD50,DESA,3,,,,All Job Seekers,WHITEMARK,Flinders Council & Visitor Information Centre 4 Davies Street,(03) 6335 1000,-40.12202602,148.01714167,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates on nominated days.",MAX Employment,TAS,7256,FD60,DESA,3,,,,All Job Seekers,King Island,13 George Street,(03) 6432 8100,-39.92921005,143.85368231,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,VIC,3805,FD90,DESA,2,,,,Mental Health,Narre Warren,Suite OF3101 Westfield Fountain Shopping Centre Magid Drive,(03) 8796 6500,-38.01582151,145.30161843,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,VIC,3805,FD90,DESA,3,,,,All Job Seekers,Narre Warren,Suite OF3101 Westfield Fountain Shopping Centre Magid Drive,(03) 8796 6500,-38.01582151,145.30161843,,
